business_name,postal_code,town,state,country,website,email,owner_name,source_url,_source,_email_is_generic,_email_domain,_site_domain,_email_matches_site
Padellino,76275,Ettlingen,,,,info@padellino.de,Giacomo Baroncino,https://www.padellino.de/impressum,site,True,padellino.de,,False
Gärtner Hütt,76133,Karlsruhe,,,,andy.scherer@gmx.de,,https://www.gaertner-huett.de/impressum/,site,False,gmx.de,,False
Café Journal,79098,Freiburg im Breisgau,,,,info@journal-freiburg.de,,https://journal-freiburg.de/,site,True,journal-freiburg.de,,False
Eden Galerie meets Blüten Café,79098,Freiburg im Breisgau,,,,info@edengalerie.com,,https://www.edengalerie.com/,site,True,edengalerie.com,,False
Paradies,79106,Freiburg im Breisgau,,,,info@paradies-freiburg.de,,https://www.paradies-freiburg.de/de/impressum,site,True,paradies-freiburg.de,,False
Harmonie,79098,Freiburg im Breisgau,,,,gewoelbekeller@harmonie-freiburg.de,,https://restaurant.harmonie-freiburg.de/,site,False,harmonie-freiburg.de,,False
Aumatt,76530,Baden-Baden,,,,info@aumatt-restaurant.de,,https://www.aumatt-restaurant.de/,site,True,aumatt-restaurant.de,,False
Sportpark Bravo,71332,Waiblingen,,,,info@mysite.com,,https://www.sportparkbravo.com/,site,True,mysite.com,,False
Gasthof Krone,71560,Sulzbach an der Murr,,,,kontakt@sulzbach-krone.de,Daniela D‘Agostino,https://www.sulzbach-krone.de/impressum.html,site,True,sulzbach-krone.de,,False
Naturfreundehaus Rheinwaldhütte,76189,Karlsruhe,,,,m_herold@gmx.net,,http://www.beimiri.de/kontakt,site,False,gmx.net,,False
Siegels Tellerchen,70435,Stuttgart,,,,info@siegel-backkultur.de,,https://www.siegel-backkultur.de,site,True,siegel-backkultur.de,,False
Höhencafe Killesberg,70192,Stuttgart,,,,info@hoehencafe.de,,https://hoehencafe.de,site,True,hoehencafe.de,,False
Rote Taube,76135,Karlsruhe,,,,rote-taube@web.de,altig kursierenden Gerüchten nun endlich ein,https://www.rote-taube.de/,site,False,web.de,,False
Café am Klosterhof,88339,Bad Waldsee,,,,kontakt@eiscafeamklosterhof.de,Teresa Simonetta,https://www.eiscafeamklosterhof.de,site,True,eiscafeamklosterhof.de,,False
Korfu,76448,Durmersheim,,,,info@korfu-durmersheim.de,,https://www.korfu-durmersheim.de/,site,True,korfu-durmersheim.de,,False
Badische Weinstuben,76131,Karlsruhe,,,,info@badische-weinstuben.de,,https://www.badische-weinstuben.de/,site,True,badische-weinstuben.de,,False
Mauritius,71332,Waiblingen,,,,feedback@my-mauritius.com,,https://www.my-mauritius.com/impressum/,site,False,my-mauritius.com,,False
Badnerland,76149,Karlsruhe,,,,restaurantbadnerland@web.de,,https://restaurant-badnerland.com/,site,False,web.de,,False
Bootshaus an der Lauter,72525,Münsingen,,,,info@kanutouren.com,,https://www.kanutouren.com/impressum/,site,True,kanutouren.com,,False
Le Bistro,76530,Baden-Baden,,,,service@LBBB.de,,https://www.lbbb.de/,site,True,lbbb.de,,False
Juri's Cocktail & Wine Bar,79098,Freiburg im Breisgau,,,,info@juris-bar.de,der Seiten verantwortlich. Die verlinkten Seiten,http://www.juris-bar.de/impressum.html,site,True,juris-bar.de,,False
zur Wolfshöhle,79098,Freiburg im Breisgau,,,,info@wolfshoehle-freiburg.de,Martin Fauster,https://www.wolfshoehle-freiburg.de/impressum,site,True,wolfshoehle-freiburg.de,,False
Löwenbräu Keller,76530,Baden-Baden,,,,info@restaurants-baden-baden.de,,https://keller.loewenbraeu-baden-baden.de/,site,True,restaurants-baden-baden.de,,False
Lemoni,76149,Karlsruhe,,,,info@restaurant-lemoni.de,ile,https://www.restaurant-lemoni-karlsruhe.de/impressum,site,True,restaurant-lemoni.de,,False
Löwenbräu,76530,Baden-Baden,,,,info@loewenbraeu-baden-baden.de,,https://loewenbraeu-baden-baden.de/,site,True,loewenbraeu-baden-baden.de,,False
Heuboden Restaurant Landhaus Blum,79224,Umkirch,,,,info@heuboden.de,Jasmin Müller-Blum,https://www.heuboden.de/impressum,site,True,heuboden.de,,False
Schwarzer Kater,76133,Karlsruhe,,,,info@kater-ka.de,,http://kater-ka.de,site,True,kater-ka.de,,False
Krone,76344,Eggenstein-Leopoldshafen,,,,hasanseegin@hotmail.de,,https://krone-leopoldshafen.eatbu.com/?lang=de,site,False,hotmail.de,,False
China Schloss,88069,Tettnang,,,,info@china-schloss.de,"ullscreen"":null",https://www.china-schloss.de/,site,True,china-schloss.de,,False
NullSechsNeun,88069,Tettnang,,,,info@nullsechsneun-tt.de,"hat Ihren Standort blockiert.""",https://www.nullsechsneun-tt.de/,site,True,nullsechsneun-tt.de,,False
Jägerhof,70376,Stuttgart,,,,info@jaegerhof-mayer.de,,https://jaegerhof-mayer.de/kontakt-anfahrt/,site,True,jaegerhof-mayer.de,,False
Torstuben,88069,Tettnang,,,,rezeption@torstuben-tettnang.de,,https://www.torstuben.de/impressum.html,site,False,torstuben-tettnang.de,,False
Restaurant Süden,79100,Freiburg im Breisgau,,,,info@freiburgersueden.de,,https://www.freiburgersueden.de/impressum,site,True,freiburgersueden.de,,False
La Perla,88069,Tettnang,,,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,,https://www.laperlatettnang.com/,site,False,sentry-next.wixpress.com,,False
Café Bar City,88069,Tettnang,,,,city@email.de,,https://cafe-bar-city.metro.bar/?lang=de,site,False,email.de,,False
Santo's Cocktail Bar,76137,Karlsruhe,,,,info@hotel-santo.de,,https://www.cocktail-karlsruhe.de/,site,True,hotel-santo.de,,False
DORMERO Hotel,70567,Stuttgart,,,,kontakt@bocraft.de,,https://www.dormero.de/hotel-stuttgart/,site,True,bocraft.de,,False
Konstantinos,88045,Friedrichshafen,,,,restaurantkonstantinos.fn@gmail.com,,https://konstantinos-fn.eatbu.com/?lang=de,site,False,gmail.com,,False
"Gasthof ""Zum Lamm""",71394,Kernen im Remstal,,,,info@lamm-kernen.de,,https://www.lamm-kernen.de/kontakt,site,True,lamm-kernen.de,,False
Lindenhof,73072,Donzdorf,,,,omil.cemaoogl@giberchreps.sdiame,,http://www.lindenhof-donzdorf.de/impressum.html,site,False,giberchreps.sdiame,,False
Waldheimwirtschaft,70499,Stuttgart,,,,info@waldheim-lindental.de,,https://www.waldheim-lindental.de/bewirtschaftung/waldheimwirtschaft/,site,True,waldheim-lindental.de,,False
Sportgaststätte Fairplay,71394,Kernen im Remstal,,,,info@fairplay-rom.de,,https://www.fairplay-rom.com/impressum/,site,True,fairplay-rom.de,,False
7 Linden Waldschenke,70327,Stuttgart,,,,info@sieben-linden-waldschenke.de,,https://www.sieben-linden-waldschenke.de,site,True,sieben-linden-waldschenke.de,,False
Gasthaus zur Krone,73568,Durlangen,,,,info@krone-durlangen.de,,https://www.krone-durlangen.de/,site,True,krone-durlangen.de,,False
T-Burger,71686,Remseck am Neckar,,,,T.-burger@outlook.de,,https://t-burger.eatbu.com/?lang=de,site,False,outlook.de,,False
Konak Ocakbaşı Restaurant,71394,Kernen im Remstal,,,,support@ufabet.sh,,https://ufabet.poker/,site,True,ufabet.sh,,False
Zur großen Tanne,77815,Sasbach,,,,info@zurgrossentanne.de,,https://www.zurgrossentanne.de/impressum/,site,True,zurgrossentanne.de,,False
Heine's Wine & Dine,76530,Baden-Baden,,,,hello@heine-wine-dine.com,,https://www.heine-wine-dine.com/,site,True,heine-wine-dine.com,,False
Gartenlaube,74080,Heilbronn,,,,party@laube.hn,,https://gartenlaube.com/,site,False,laube.hn,,False
Hotel-Restaurant zur Sonne,76597,Loffenau,,,,info@sonne-loffenau.de,,https://sonne-loffenau.de,site,True,sonne-loffenau.de,,False
Bartista,72070,Tübingen,,,,info@bartista.de,,https://bartista.de/,site,True,bartista.de,,False
Gaststätte Waldheim,73734,Esslingen am Neckar,,,,Aishe.selimi@freenet.de,alt,https://gaststaette-waldheim-zollberg.eatbu.com/?lang=de,site,False,freenet.de,,False
Nachtigall,76593,Gernsbach,,,,info@liquid-artwork.de,,https://www.waldgasthausnachtigall.de/impressum.html,site,True,liquid-artwork.de,,False
Jockers,76593,Gernsbach,,,,adiweinhandl@me.com,Adolf Weinhandl,https://www.gasthof-jockers.de/impressum.html,site,False,me.com,,False
Monte Christo Tapas Bar,76530,Baden-Baden,,,,info@monte-christo-baden-baden.de,,https://monte-christo-baden-baden.de/impressum/,site,True,monte-christo-baden-baden.de,,False
Borsalino,76227,Karlsruhe,,,,info@borsalino-ka.de,,https://www.borsalino-ka.de/Impressum.html,site,True,borsalino-ka.de,,False
Maurer,71332,Waiblingen,,,,info@baecker-maurer.de,orm_wrapper.gravity-theme .gfield_label,https://baecker-maurer.de/baeckereien-oeffnungszeiten/,site,True,baecker-maurer.de,,False
Pizzeria Da Salva,76571,Gaggenau,,,,pizzeria-da.salva@tonline.de,,https://dasalvapizza.eatbu.com/?lang=de,site,False,tonline.de,,False
Sternen,76593,Gernsbach,,,,info@sternen-staufenberg.de,,https://sternen-staufenberg.de/,site,True,sternen-staufenberg.de,,False
Zum Vogelpark,68804,Altlußheim,,,,contact@sansoxygen.com,,https://gasthaus-zum-vogelpark.de/,site,True,sansoxygen.com,,False
Lustnauer Mühle,72074,Tübingen,,,,lustnauer.muehle.it@gmail.com,"ullscreen"":null",https://www.lustnauermuehle.de,site,False,gmail.com,,False
Dorfstüble Krone,71546,Aspach,,,,fortunato.def@gmail.com,,https://dorfstueble.eatbu.com/?lang=de,site,False,gmail.com,,False
Nigrum,76530,Baden-Baden,,,,info@restaurant-nigrum.de,,https://www.restaurant-nigrum.de/,site,True,restaurant-nigrum.de,,False
Courage,73614,Schorndorf,,,,info@courage-kuenkelinhalle.de,,http://courage-restaurant.de/impressum,site,True,courage-kuenkelinhalle.de,,False
Im Abseits,72070,Tübingen,,,,im.abseits@gmail.com,,https://www.imabseits.com/,site,False,gmail.com,,False
Gusto,70839,Gerlingen,,,,info@gusto-gerlingen.de,,https://www.gusto-gerlingen.de/,site,True,gusto-gerlingen.de,,False
Leo´s,76530,Baden-Baden,,,,welcome@leos-baden-baden.de,,https://www.leos-baden-baden.de/,site,False,leos-baden-baden.de,,False
Zur alten Mühle,75305,Neuenbürg,,,,info@zordel.de,,https://www.zordel.de/,site,True,zordel.de,,False
"Zum Kreuz, Landgasthof, Hotel",79286,Glottertal,,,,mail@zum-kreuz.com,Karl-Heinrich Kunz,https://www.zum-kreuz.de/de/service/impressum/,site,True,zum-kreuz.com,,False
Adler,79286,Glottertal,,,,info@adler-glottertal.de,,https://www.adler-glottertal.de/,site,True,adler-glottertal.de,,False
Shanghai,70839,Gerlingen,,,,info@shanghai-restaurant.de,,https://www.shanghai-restaurant.de/impressum.html,site,True,shanghai-restaurant.de,,False
Wurstküche,72074,Tübingen,,,,info@wurstkueche.com,,https://www.wurstkueche.com/impressum/,site,True,wurstkueche.com,,False
Krone,73312,Geislingen an der Steige,,,,info@hotel-krone-geislingen.de,,https://www.hotel-krone-geislingen.de/,site,True,hotel-krone-geislingen.de,,False
Da Roberto,72070,Tübingen,,,,info@dp-wired.de,,https://www.pizzeria-da-roberto.de/kontakt,site,True,dp-wired.de,,False
Trattoria & Pizzeria Da Luigi,76297,Stutensee,,,,trattoriapizzeriadaluigi.de@t-online.de,,https://www.trattoriapizzeriadaluigi.de/de/impressum,site,False,t-online.de,,False
Hotel & Restaurant Adler,70806,Kornwestheim,,,,adler@adler-kornwestheim.de,,https://adler-kornwestheim.de/,site,False,adler-kornwestheim.de,,False
Eyachmühle,75335,Dobel,,,,Eyachmuehle@gmail.com,Rosina Kelp,https://eyachmuehle.de/,site,False,gmail.com,,False
I Fratelli,88045,Friedrichshafen,,,,ciao@fratelli-fn.de,,https://fratelli-fn.de/impressum/,site,False,fratelli-fn.de,,False
Hühnerdieb,76327,Pfinztal,,,,kontakt@huehnerdieb.info,,https://www.huehnerdieb.info/impressum/,site,True,huehnerdieb.info,,False
Gasthof Lamm,72070,Tübingen,,,,info@lamm-tuebingen.de,,https://www.lamm-tuebingen.de/impressum/,site,True,lamm-tuebingen.de,,False
Taverna Elia,70569,Stuttgart,,,,v.podvorec@hotmail.de,,https://www.elia-stuttgart.de/,site,False,hotmail.de,,False
Anker,70794,Filderstadt,,,,info@anker-bernhausen.de,"ullscreen"":null",https://www.anker-bernhausen.de/kontakt,site,True,anker-bernhausen.de,,False
Weinstube Zum Pfauen,89518,Heidenheim an der Brenz,,,,info@pfauen.de,der Seiten verantwortlich.,https://www.pfauen.de/impressum,site,True,pfauen.de,,False
Cafe Extrablatt,79098,Freiburg im Breisgau,,,,freiburg@cafe-extrablatt.de,Umut Kus,https://cafe-extrablatt.de/standorte/details/cafe-extrablatt-freiburg,site,False,cafe-extrablatt.de,,False
Divan,79098,Freiburg im Breisgau,,,,umedzhon@icloud.com,,https://www.divan-freiburg.de/,site,False,icloud.com,,False
Kolben-Kaffee-Akademie,79098,Freiburg im Breisgau,,,,mustermann@musterstadt.de,,https://www.kolbenkaffee-freiburg.de/,site,False,musterstadt.de,,False
Eiscafe Portofino,79098,Freiburg im Breisgau,,,,info@caffeportofino.it,,https://caffeportofino.it/,site,True,caffeportofino.it,,False
Tacheles,79098,Freiburg im Breisgau,,,,info@tacheles-freiburg.de,Dominik Hämmerle,http://www.tacheles-freiburg.de/impressum/,site,True,tacheles-freiburg.de,,False
La Piazza,79098,Freiburg im Breisgau,,,,reservierung@lapiazza-freiburg.de,,https://www.lapiazza-freiburg.de,site,True,lapiazza-freiburg.de,,False
Martinsbräu Freiburg,79098,Freiburg im Breisgau,,,,info@mbfr.de,,https://www.xn--martinsbru-freiburg-owb.de,site,True,mbfr.de,,False
Marmell,79098,Freiburg im Breisgau,,,,info@marmell.de,,https://www.marmell.de/impressum.html,site,True,marmell.de,,False
Café Schwarzes Kloster,79098,Freiburg im Breisgau,,,,lapiazza.freiburg@gmail.com,Salvatore Guastella,https://www.schwarzes-kloster.com/impressum,site,False,gmail.com,,False
Woods,79098,Freiburg im Breisgau,,,,rubar_97@hotmail.de,,https://woods-coctailhookah.eatbu.com/?lang=de,site,False,hotmail.de,,False
Café Schmidt,79098,Freiburg im Breisgau,,,,kontakt@cafeschmidt.de,"ullscreen"":null",https://test3-cafeschmidt.jimdofree.com/kontakt,site,True,cafeschmidt.de,,False
Spicetrails,79098,Freiburg im Breisgau,,,,hello@eatspicetrails.com,,https://eatspicetrails.com/impressum/,site,True,eatspicetrails.com,,False
Tizio Caffé,79098,Freiburg im Breisgau,,,,info@tizio-freiburg.de,,https://www.tizio-freiburg.de/impressum/,site,True,tizio-freiburg.de,,False
Blauer Fuchs,79098,Freiburg im Breisgau,,,,info@blauer-fuchs.de,,https://www.blauer-fuchs.de/Impressum.php,site,True,blauer-fuchs.de,,False
La Culinaria im Theater,79098,Freiburg im Breisgau,,,,info@laculinaria.de,,https://laculinaria.de/impressum/,site,True,laculinaria.de,,False
Café Auszeit,79098,Freiburg im Breisgau,,,,auszeitfreiburg@gmail.com,,https://cafeauszeit.com/impressum-2/,site,False,gmail.com,,False
Sciurus Eiscafé,68753,Waghäusel,,,,info@sciurus-eiscafe.de,,https://www.sciurus-eiscafe.de/impressum.html,site,True,sciurus-eiscafe.de,,False
Hellas,76185,Karlsruhe,,,,kontakt@hellas-karlsruhe.de,,https://hellas-karlsruhe.de/,site,True,hellas-karlsruhe.de,,False
Schwanen-Bräu,70794,Filderstadt,,,,info@schwanen-braeu.de,,https://www.schwanen-braeu.de/de,site,True,schwanen-braeu.de,,False
Waldschänke zur Distelklinge,70794,Filderstadt,,,,photo@davidfranck.de,Beate Kapaun,https://www.distelklinge.de/,site,False,davidfranck.de,,False
Coco Bistro,70794,Filderstadt,,,,cocofilderstadt@gmail.com,,https://cocobistro.de/,site,False,gmail.com,,False
BF BlackForest Music-Diner,72285,Pfalzgrafenweiler,,,,info@bf-musicdiner.de,ormsub:hover,https://bf-musicdiner.de/,site,True,bf-musicdiner.de,,False
Landgasthaus Schreyerhof,74394,Hessigheim,,,,gaststaette@schreyerhof.de,,https://schreyerhof.de/kontakt-reservierung/,site,False,schreyerhof.de,,False
Im Autal,73337,Bad Überkingen,,,,info@im-autal.de,,https://www.im-autal.de/,site,True,im-autal.de,,False
TCT-Clubhaus,70499,Stuttgart,,,,info@clubhaustachenberg.com,,https://clubhaus-tachenberg.de/IMPRESSUM,site,True,clubhaustachenberg.com,,False
Cafe Conditorei Schreyer,73614,Schorndorf,,,,info@cafe-schreyer.de,,https://cafe-schreyer.de/,site,True,cafe-schreyer.de,,False
Sale e Pepe Da Pietro,72135,Dettenhausen,,,,info@sale-pepe.online,,https://sale-pepe.online/impressum/,site,True,sale-pepe.online,,False
Taverna Athos,70771,Leinfelden-Echterdingen,,,,info@tavernaathos.de,,https://tavernaathos.de/imprint.html,site,True,tavernaathos.de,,False
Amtskeller,75236,Kämpfelbach,,,,info@amtskeller-ersingen.de,geführtes Restaurant. Man wird herzlich,https://amtskeller-ersingen.de/,site,True,amtskeller-ersingen.de,,False
Ha Noi Aroma Murrhardt,71540,Murrhardt,,,,info@hanoiaroma-murrhardt.de,,https://www.hanoiaroma-murrhardt.de/kontakt/,site,True,hanoiaroma-murrhardt.de,,False
Eddi´s Biker-Residenz,71566,Althütte,,,,motorradspiegel@t-online.de,,https://testbiker-residenz.de/kontakt/,site,False,t-online.de,,False
Landgasthof Linde,72622,Nürtingen,,,,info@hotel-landgasthof-linde.de,"ullscreen"":true",https://www.hotel-landgasthof-linde.de/,site,True,hotel-landgasthof-linde.de,,False
Landgasthof Deutsches Haus,73235,Gruibingen,,,,info@deutsches-haus-weilheim.de,,https://www.deutsches-haus-weilheim.de/,site,True,deutsches-haus-weilheim.de,,False
Ristorante Pizzeria Waldhorn,72202,Nagold,,,,p.parisi@ristorante-waldhorn.de,r nach § 55 II RStV:,https://www.ristorante-waldhorn.de/wp-content/themes/bootscore-child/maintenance/legal/impressum.php,site,False,ristorante-waldhorn.de,,False
Schützenhaus,71139,Ehningen,,,,info@schuetzengilde-ehningen.de,,http://schuetzengilde-ehningen.de/impressum-herausgeber-und-datenschutzerklaerung/,site,True,schuetzengilde-ehningen.de,,False
Hotel-Restaurant Landhaus Feckl,71139,Ehningen,,,,info@landhausfeckl.de,"geführter Service""",https://www.landhausfeckl.de,site,True,landhausfeckl.de,,False
Virtshaus Ulm,89073,Ulm,,,,info@virtshaus-ulm.de,,https://virtshaus-ulm.de/impressum/,site,True,virtshaus-ulm.de,,False
Pattaya Asiafood,76297,Stutensee,,,,pattaya.asiafood@gmail.com,,https://pattaya-asiafood.de/impressum/,site,False,gmail.com,,False
Solitudestüble,70499,Stuttgart,,,,webmaster@solitudestueble.de,,https://www.solitudestueble.de/Impressum,site,True,solitudestueble.de,,False
Cafe Galerie,76227,Karlsruhe,,,,info@cafegalerie-karlsruhe.de,,https://cafegalerie-karlsruhe.de/,site,True,cafegalerie-karlsruhe.de,,False
Hotel-Restaurant Fortuna,79199,Kirchzarten,,,,info@hotel-fortuna.de,iles,https://www.hotel-fortuna-kirchzarten.de/de/impressum/,site,True,hotel-fortuna.de,,False
Gasthaus zum Buckhof,79289,Horben,,,,info@buckhof.de,,https://buckhofhorben.wixsite.com/gasthausbuckhof/essenundtrinken,site,True,buckhof.de,,False
Rheinterrassen Karlsruhe,76187,Karlsruhe,,,,info@rheinterrassen-karlsruhe.de,,https://rheinterrassen-karlsruhe.de/,site,True,rheinterrassen-karlsruhe.de,,False
Landgasthaus Zum Engel,79348,Freiamt,,,,info@engel-tennenbach.de,,https://engel-tennenbach.de/,site,True,engel-tennenbach.de,,False
Zum Weißen Stein,69221,Dossenheim,,,,dpo@wordpress.org,,https://weisserstein-dossenheim.de/,site,False,wordpress.org,,False
Reinmuth,76137,Karlsruhe,,,,info@baeckerei-reinmuth.de,Stefan Reinmuth,https://www.baeckerei-reinmuth.de/Kontaktformular-/-Impressum/,site,True,baeckerei-reinmuth.de,,False
Kaisergarten,76133,Karlsruhe,,,,info@kaiser-garten.de,s. Dies gilt insbesondere für Vervielfältigung,https://www.kaiser-garten.de/impressum/,site,True,kaiser-garten.de,,False
Taverna bei Kosta,70569,Stuttgart,,,,michaelajehring@gmx.de,,https://taverna-by-kosta.eatbu.com/?lang=de,site,False,gmx.de,,False
Café-Bistro Stromberg,74392,Freudental,,,,info@stromberg-freudental.de,geführtes Restaurant,https://stromberg-freudental.de/,site,True,stromberg-freudental.de,,False
Löwen,79591,Eimeldingen,,,,info@loewen-eimeldingen.de,,https://loewen-eimeldingen.de/impressum/,site,True,loewen-eimeldingen.de,,False
China-Thai-Wok,72070,Tübingen,,,,poststelle@lfdi.bwl.de,Thomas Kempe,https://www.china-thai-wok.de/impressum/,site,False,lfdi.bwl.de,,False
Alte Kanzlei,70173,Stuttgart,,,,info@alte-kanzlei-stuttgart.de,,https://alte-kanzlei-stuttgart.de/,site,True,alte-kanzlei-stuttgart.de,,False
Löcherberg-Hütte,77784,Oberharmersbach,,,,info@locherberg-huette.de,,https://www.loecherberg-huette.de/kontakt/,site,True,locherberg-huette.de,,False
Ristorante Goldoni,70197,Stuttgart,,,,info@goldoni-online.de,,https://ristorante-goldoni.de/impressum/,site,True,goldoni-online.de,,False
