Business Name,Postal Code,Town,State,Country,Source URL,Website,E-mail
Gasthaus Auerhahn,76534,Baden-Baden,,DE,https://www.openstreetmap.org/node/35316386,https://www.gasthaus-auerhahn.de/,info@gasthaus-auerhahn.de
Sportpark Bravo,71332,Waiblingen,,DE,https://www.openstreetmap.org/node/36989207,https://www.sportparkbravo.com/,
Madame Phung,70794,Filderstadt,,DE,https://www.openstreetmap.org/node/37088139,https://madamephung.de/,
Mauritius,71332,Waiblingen,,DE,https://www.openstreetmap.org/node/37935273,https://my-mauritius.com/mauritius-waiblingen-startseite.html,waiblingen@my-mauritius.com
Siegels Tellerchen,70435,Stuttgart,,DE,https://www.openstreetmap.org/node/38098680,https://www.siegel-backkultur.de,
Höhencafe Killesberg,70192,Stuttgart,,DE,https://www.openstreetmap.org/node/38919869,https://www.hoehencafe.de/,
Rote Taube,76135,Karlsruhe,,DE,https://www.openstreetmap.org/node/41263095,https://www.rote-taube.de/,hallo@rote-taube.de
Café am Klosterhof,88339,Bad Waldsee,,DE,https://www.openstreetmap.org/node/48055010,http://eiscafeamklosterhof.de,kontakt@eiscafeamklosterhof.de
Korfu,76448,Durmersheim,,DE,https://www.openstreetmap.org/node/52623232,http://korfu-durmersheim.de,
Badische Weinstuben,76131,Karlsruhe,,DE,https://www.openstreetmap.org/node/53972837,https://badische-weinstuben.de/,
Bootshaus an der Lauter,72525,Münsingen,,DE,https://www.openstreetmap.org/node/55360536,https://www.kanutouren.com/bootshaus/,
Badnerland,76149,Karlsruhe,,DE,https://www.openstreetmap.org/node/55438966,https://restaurant-badnerland.com/,
Gartenzwerg,76199,Karlsruhe,,DE,https://www.openstreetmap.org/node/59172382,http://www.gartenzwerg-karlsruhe.de/,info@gartenzwerg-karlsruhe.de
zur Wolfshöhle,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/59609546,https://www.wolfshoehle-freiburg.de/,info@wolfshoehle-freiburg.de
Juri's Cocktail & Wine Bar,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/59633748,http://www.juris-bar.de/,info@juris-bar.de
Anker,76437,Rastatt,,DE,https://www.openstreetmap.org/node/59849815,https://hotel-anker-garni.de/,
Le Bistro,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/60200368,https://www.lbbb.de/,
Lotus,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/60200395,http://www.chinarestaurant-lotus.de/,
Löwenbräu,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/60200396,https://www.loewenbraeu-baden-baden.de/,
Löwenbräu Keller,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/60200397,https://keller.loewenbraeu-baden-baden.de/,
Heuboden Restaurant Landhaus Blum,79224,Umkirch,,DE,https://www.openstreetmap.org/node/60207087,https://www.heuboden.de/restaurants.html,
Deutscher Kaiser,76149,Karlsruhe,,DE,https://www.openstreetmap.org/node/60247928,https://www.deutscher-kaiser-neureut.de/,info@dk-neureut.de
Lemoni,76149,Karlsruhe,,DE,https://www.openstreetmap.org/node/60247929,https://www.restaurant-lemoni-karlsruhe.de/,
Krone,76344,Eggenstein-Leopoldshafen,,DE,https://www.openstreetmap.org/node/60699707,https://krone-leopoldshafen.eatbu.com/,
Jägerhof,70376,Stuttgart,,DE,https://www.openstreetmap.org/node/60943944,https://jaegerhof-mayer.de/,
Restaurant Süden,79100,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/68609710,http://www.restaurantsüden.de/,info@freiburgersueden.de
Alter Brauhof,76137,Karlsruhe,,DE,https://www.openstreetmap.org/node/69119726,https://www.alterbrauhof.de/,
Schwarzer Kater,76133,Karlsruhe,,DE,https://www.openstreetmap.org/node/69119750,http://kater-ka.de,
China Schloss,88069,Tettnang,,DE,https://www.openstreetmap.org/node/78666931,https://www.china-schloss.de/,info@china-schloss.de
NullSechsNeun,88069,Tettnang,,DE,https://www.openstreetmap.org/node/78666948,https://www.nullsechsneun-tt.de/,info@nullsechsneun-tt.de
Da Gino,76287,Rheinstetten,,DE,https://www.openstreetmap.org/node/78822384,https://dagino.de/,kontakt@dagino.de
Torstuben,88069,Tettnang,,DE,https://www.openstreetmap.org/node/82448159,https://www.torstuben.de/,rezeption@torstuben-tettnang.de
Café Bar City,88069,Tettnang,,DE,https://www.openstreetmap.org/node/82448163,https://cafe-bar-city.metro.bar/,city@email.de
La Perla,88069,Tettnang,,DE,https://www.openstreetmap.org/node/82457871,https://www.laperlatettnang.com/,
DORMERO Hotel,70567,Stuttgart,,DE,https://www.openstreetmap.org/node/85555411,http://www.dormero-hotel-stuttgart.de,stuttgart@dormero.de
Taj Palace,76133,Karlsruhe,,DE,https://www.openstreetmap.org/node/96039213,https://www.tajpalace-ka.de/,
Santo's Cocktail Bar,76137,Karlsruhe,,DE,https://www.openstreetmap.org/node/96039223,https://www.cocktail-karlsruhe.de/,bar@hotel-santo.de
Lindenhof,73072,Donzdorf,,DE,https://www.openstreetmap.org/node/96702054,http://www.lindenhof-donzdorf.de,
Konstantinos,88045,Friedrichshafen,,DE,https://www.openstreetmap.org/node/97581157,https://konstantinos-fn.eatbu.com/,restaurantkonstantinos.fn@gmail.com
Zeppelin Dorfkrug,88045,Friedrichshafen,,DE,https://www.openstreetmap.org/node/97581166,http://www.zeppelin-dorfkrug.de/,claudia.guemues@sohm-entertainment.de
Bütthof,76534,Baden-Baden,,DE,https://www.openstreetmap.org/node/97682532,https://www.buetthof.de/,
"Gasthof ""Zum Lamm""",71394,Kernen im Remstal,,DE,https://www.openstreetmap.org/node/107316744,https://www.lamm-kernen.de/,
Konak Ocakbaşı Restaurant,71394,Kernen im Remstal,,DE,https://www.openstreetmap.org/node/107316786,https://www.konakocakbasi.com/,
Sportgaststätte Fairplay,71394,Kernen im Remstal,,DE,https://www.openstreetmap.org/node/107316812,http://www.fairplay-rom.de/,
Waldheimwirtschaft,70499,Stuttgart,,DE,https://www.openstreetmap.org/node/107567707,https://www.waldheim-lindental.de/bewirtschaftung/waldheimwirtschaft/,
7 Linden Waldschenke,70327,Stuttgart,,DE,https://www.openstreetmap.org/node/115583950,https://www.sieben-linden-waldschenke.de,info@sieben-linden-waldschenke.de
Gasthaus zur Krone,73568,Durlangen,,DE,https://www.openstreetmap.org/node/120200150,https://www.krone-durlangen.de/,
Hirsch,77889,Seebach,,DE,https://www.openstreetmap.org/node/122383091,https://www.hirsch-seebach.de/restaurant/,info@hirsch-seebach.de
T-Burger,71686,Remseck am Neckar,,DE,https://www.openstreetmap.org/node/122383391,https://t-burger.eatbu.com,
Zur großen Tanne,77815,Sasbach,,DE,https://www.openstreetmap.org/node/122413285,https://www.zurgrossentanne.de/,info@zurgrossentanne.de
Bar & Ristorante La Torre,72070,Tübingen,,DE,https://www.openstreetmap.org/node/129989048,http://www.ristorante-latorre.de,luciano-ruzza@t-online.de
Bartista,72070,Tübingen,,DE,https://www.openstreetmap.org/node/129996885,http://www.bartista.de/,
Osteria Carlin Contrario,76189,Karlsruhe,,DE,https://www.openstreetmap.org/node/151348506,https://osteria-carlin-contrario.de/,
Heine's Wine & Dine,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/152875101,https://www.heine-wine-dine.com/,
Living Room,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/152875111,http://www.livingroom-baden-baden.de/,
Le Jardin de France im Stahlbad,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/152875118,http://www.lejardindefrance.de,
Monte Christo Tapas Bar,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/153541176,https://www.monte-christo-baden-baden.de/,
Gartenlaube,74080,Heilbronn,,DE,https://www.openstreetmap.org/node/160048528,https://gartenlaube.com/,
Nachtigall,76593,Gernsbach,,DE,https://www.openstreetmap.org/node/171848289,https://www.waldgasthausnachtigall.de/,
Jockers,76593,Gernsbach,,DE,https://www.openstreetmap.org/node/172034530,https://www.gasthof-jockers.de/,info@gasthofjockers.de
Hotel-Restaurant zur Sonne,76597,Loffenau,,DE,https://www.openstreetmap.org/node/172155704,https://sonne-loffenau.de,info@sonne-loffenau.de
Gaststätte Waldheim,73734,Esslingen am Neckar,,DE,https://www.openstreetmap.org/node/177348206,https://gaststaette-waldheim-zollberg.eatbu.com/,
Borsalino,76227,Karlsruhe,,DE,https://www.openstreetmap.org/node/178509383,https://www.borsalino-ka.de/,mail@borsalino-ka.de
Maurer,71332,Waiblingen,,DE,https://www.openstreetmap.org/node/178878348,https://baecker-maurer.de/baeckereien-oeffnungszeiten/,
Schwedenscheuer,70771,Leinfelden-Echterdingen,,DE,https://www.openstreetmap.org/node/178981246,https://www.schwedenscheuer.de/,info@schwedenscheuer.de
Pizzeria Da Salva,76571,Gaggenau,,DE,https://www.openstreetmap.org/node/183406892,https://dasalvapizza.eatbu.com,
Sternen,76593,Gernsbach,,DE,https://www.openstreetmap.org/node/184029921,https://www.sternen-staufenberg.de/,info@sternen-staufenberg.de
Courage,73614,Schorndorf,,DE,https://www.openstreetmap.org/node/185612117,http://courage-restaurant.de,
Hendrićk's Bar & Restaurant,69168,Wiesloch,,DE,https://www.openstreetmap.org/node/185756653,https://hendricks-restaurant.de/,hallo@hendricks-restaurant.de
Bellagio Bar Lounge & Café,79312,Emmendingen,,DE,https://www.openstreetmap.org/node/187023541,https://bellagio-emmendingen.eatbu.com/,bellagio.emmendingen@gmail.com
Forellenstüble,79348,Freiamt,,DE,https://www.openstreetmap.org/node/187214400,https://forellenstueble.de/,
Portofino,71384,Weinstadt,,DE,https://www.openstreetmap.org/node/198263244,https://www.portofino-weinstadt.de/,Italia@Portofino-Weinstadt.de
Zum Vogelpark,68804,Altlußheim,,DE,https://www.openstreetmap.org/node/198959640,https://gasthaus-zum-vogelpark.de/,
Pinocchio Ristorante Pizzeria,79539,Lörrach,,DE,https://www.openstreetmap.org/node/205378523,https://www.pizzeriapinocchio-loerrach.com,
Ristorante Pizzeria Bei Angelo,89171,Illerkirchberg,,DE,https://www.openstreetmap.org/node/207378236,https://beiangelo.online/,
Dorfstüble Krone,71546,Aspach,,DE,https://www.openstreetmap.org/node/221083708,https://dorfstueble.eatbu.com,
Lustnauer Mühle,72074,Tübingen,,DE,https://www.openstreetmap.org/node/223433696,https://www.lustnauermuehle.de,lustnauer.muehle.it@gmail.com
Nigrum,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/230343156,https://www.restaurant-nigrum.de/,info@restaurant-nigrum.de
Grüner Baum,72070,Tübingen,,DE,https://www.openstreetmap.org/node/233062973,https://www.gruenerbaumhagelloch.de/,
Im Abseits,72070,Tübingen,,DE,https://www.openstreetmap.org/node/233062985,https://www.imabseits.com/,
Amadeus Hausbräu,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/241132750,https://www.amadeus-baden-baden.de/,
Leo´s,76530,Baden-Baden,,DE,https://www.openstreetmap.org/node/241132754,https://www.leos-baden-baden.de/,info@leos-baden-baden.de
Oishii,72764,Reutlingen,,DE,https://www.openstreetmap.org/node/242693770,https://oishii-sushi-grill.eatbu.com,hhzero1234567@163.com
"Zum Kreuz, Landgasthof, Hotel",79286,Glottertal,,DE,https://www.openstreetmap.org/node/243524683,https://www.zum-kreuz.de/,mail@zum-kreuz.com
Adler,79286,Glottertal,,DE,https://www.openstreetmap.org/node/243524684,https://www.adler-glottertal.de/,info@adler-glottertal.de
Gusto,70839,Gerlingen,,DE,https://www.openstreetmap.org/node/243668170,https://www.gusto-gerlingen.de/,info@gusto-gerlingen.de
Shanghai,70839,Gerlingen,,DE,https://www.openstreetmap.org/node/243668572,https://www.shanghai-restaurant.de/,
Schlösslesmühle,70771,Leinfelden-Echterdingen,,DE,https://www.openstreetmap.org/node/243692892,https://www.schloesslesmuehle.com/,
Eyachmühle,75335,Dobel,,DE,https://www.openstreetmap.org/node/243741646,http://www.eyachmuehle.com/,info@eyachmuehle.com
Zur alten Mühle,75305,Neuenbürg,,DE,https://www.openstreetmap.org/node/243755117,https://www.zordel.de/,info@zordel.de
"SV Heslach Vereinsgaststätte, Weitmanns Waldhaus",70197,Stuttgart,,DE,https://www.openstreetmap.org/node/243877982,https://weitmanns.de,
Wurstküche,72074,Tübingen,,DE,https://www.openstreetmap.org/node/244389138,https://www.wurstkueche.com/,
Krone,73312,Geislingen an der Steige,,DE,https://www.openstreetmap.org/node/245009916,https://www.hotel-krone-geislingen.de/,
Hasenheim Bonlanden,70794,Filderstadt,,DE,https://www.openstreetmap.org/node/245207889,http://www.hasenheim-bonlanden.de,info@hasenheim-bonlanden.de
Sokrates,76137,Karlsruhe,,DE,https://www.openstreetmap.org/node/246560881,https://www.sokrates-karlsruhe.de/,info@sokrates-karlsruhe.de
Lamm,72119,Ammerbuch,,DE,https://www.openstreetmap.org/node/247031881,http://www.lammhotel.com,lammhotel@t-online.de
Da Roberto,72070,Tübingen,,DE,https://www.openstreetmap.org/node/247041293,https://www.pizzeria-da-roberto.de/,
Trattoria & Pizzeria Da Luigi,76297,Stutensee,,DE,https://www.openstreetmap.org/node/247077656,https://www.trattoriapizzeriadaluigi.de/,trattoriapizzeriadaluigi.de@t-online.de
Gasthof Lamm,72070,Tübingen,,DE,https://www.openstreetmap.org/node/247214162,https://www.lamm-tuebingen.de,info@lamm-tuebingen.de
Hühnerdieb,76327,Pfinztal,,DE,https://www.openstreetmap.org/node/247267690,https://www.huehnerdieb.info/,
Hotel & Restaurant Adler,70806,Kornwestheim,,DE,https://www.openstreetmap.org/node/247390016,https://adler-kornwestheim.de/,adler@adler-kornwestheim.de
I Fratelli,88045,Friedrichshafen,,DE,https://www.openstreetmap.org/node/247479384,https://fratelli-fn.de/,ciao@fratelli-fn.de
Taverna Elia,70569,Stuttgart,,DE,https://www.openstreetmap.org/node/247660735,https://elia-stuttgart.de/,info@elia-stuttgart.de
Höhengasthof Sinzenburg,71546,Aspach,,DE,https://www.openstreetmap.org/node/247662541,www.sinzenburg.de,
Weinstube Zum Pfauen,89518,Heidenheim an der Brenz,,DE,https://www.openstreetmap.org/node/247805838,https://www.pfauen.de/,
Trattoria Oi Vita,71394,Kernen im Remstal,,DE,https://www.openstreetmap.org/node/247990499,https://www.trattoria-oivita.de/,
Anker,70794,Filderstadt,,DE,https://www.openstreetmap.org/node/248017286,https://www.anker-bernhausen.de/,info@anker-bernhausen.de
Pin‘ Kitchen,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594099,https://pin-kitchen.jimdosite.com,
Irodion,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594102,http://www.irodion-freiburg.de/,info@irodion-freiburg.de
Maria Bar,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594103,https://www.maria-bar.de/,info@maria-bar.de
Divan,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594108,https://divan-freiburg.de,
Cafe Extrablatt,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594109,https://cafe-extrablatt.de/standorte/details/cafe-extrablatt-freiburg,freiburg@cafe-extrablatt.de
Bodega Geier,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594110,https://www.bodega-geier.de/,post@bodega-geier.de
Eiscafe Portofino,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594115,http://www.caffeportofino.it/,
Café Schmidt,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594116,http://www.cafeschmidt.de,kontakt@cafeschmidt.de
Tacheles,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594117,http://www.tacheles-freiburg.de/,info@tacheles-freiburg.de
Karma public living room,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594122,http://www.karmafreiburg.de,info@karma-freiburg.de
Kolben-Kaffee-Akademie,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594128,https://www.kolbenkaffee-freiburg.de/,
La Piazza,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594129,https://www.lapiazza-freiburg.de,lapiazza.freiburg@gmail.com
Café Schwarzes Kloster,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594132,http://www.schwarzes-kloster.com,
Martinsbräu Freiburg,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594136,https://www.martinsbräu-freiburg.de,info@mbfr.de
Marmell,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594138,https://www.marmell.de,info@marmell.de
Woods,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594146,https://woods-coctailhookah.eatbu.com/,
Spicetrails,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594150,https://eatspicetrails.com,hello@eatspicetrails.com
Tizio Caffé,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594152,http://www.tizio-freiburg.de,
Café Auszeit,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594159,https://cafeauszeit.com/,auszeitfreiburg@gmail.com
Spaghetteria Bella Italia,79098,Freiburg im Breisgau,,DE,https://www.openstreetmap.org/node/248594165,https://bella-italia-freiburg.de,billybis@gmx.de
